hbar_error_-3,-15
hbar_error_-2,-10
hbar_error_-1,-5
hbar_error_1,5
hbar_error_2,11
hbar_error_3,-15
hbar_center_error_-3,-15
hbar_center_error_-2,-10
hbar_center_error_-1,-5
hbar_center_error_1,5
hbar_center_error_2,11
hbar_center_error_3,17
